first row nr, abbadingo trace, state sequence, score sequence, alignment, num misaligned, nw-alignment, nw-score, norm-nw-score, nw-mismatches, sum scores, mean scores, min score,Column1
41," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
42," ""1 20 5 22 5 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.83444,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,820/+,1002,1314,1715,1715,1715,1715,]",37,0.9875,1,, -7.48865, -0.356602, -2.83444
43," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -5.65107, -0.282553, -1.38629
44," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.65421, -0.23271, -1.38629
45," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.69821, -0.23491, -1.38629
46," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.69821, -0.23491, -1.38629
47," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
48," ""1 25 5 22 5 5 11 9 11 9 11 9 26 26 26 3 3 4 3 3 4 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,820,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.77381,-2.77381,-2.81893,-2.77381,-2.77381,-2.81893,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",32,0.94,6,, -21.3873, -0.82259, -2.81893
49," ""1 31 22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 3 3 4 3 3 4 3 4 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,987,987,987,987,987,987,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-1.28001,-1.48808,-1.28001,-1.28001,-1.28001,-1.48808,-1.28001,-1.28001,-1.48808,-1.28001,-1.48808,-1.28001,-1.28001,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",13,0.86828,17,, -22.2546, -0.674381, -1.48808
50," ""1 23 22 5 5 5 26 11 9 26 26 11 9 11 9 2 2 3 2 23 23 23 21 21 21"""," [2,7,14,24,44,24,42,75,24,44,81,81,81,81,809,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-1.2,0,-3.98898,-0.373318,-0.0844893,-1.9064,-4.59764,-1.9064,-1.9064,0,-1.74231,-1.74231,-1.28001,-1.74231,-1.74231,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1]",4," [2,7,14,24,44,222/+,335,335/+,348/+|139/+,485/+|222/+,645/+|335/+,472,635,635/+,635/+,635/+,635/+,635/+,635/+,1715/+,1715,1715,1715,]",21,0.90942,15,, -28.7965, -1.02844, -4.59764
51," ""1 13 5 22 5 5 11 9 11 9 26 26 11 9 26"""," [1,5,12,18,29,50,88,147,234,348,485,645,820,820]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-1.89482,-0.212662,-0.236863,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,234,348,485,645,820,]",26,1,0,, -5.56374, -0.39741, -1.89482
52," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
53," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -2.89168, -0.206548, -1.50576
54," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.65421, -0.23271, -1.38629
55," ""1 19 22 5 5 5 11 9 11 9 26 11 9 26 26 23 23 23 21 21 21""", [], [], [],0," [2,7,14,24,42,75,88,147,234,485/+,645,820,645/+,1002/+,1314,1715,1715,1715,1715,]",34,0.982456,3,0, 0, 0,
56," ""1 19 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-inf,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,1715/+,1715,]",25,0.942982,5,, -inf, -inf, -inf
57," ""1 13 22 5 5 5 11 9 11 9 11 9 26 26 26"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,820]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,]",26,1,0,, -4.38393, -0.313138, -1.50576
58," ""1 25 5 22 5 5 11 9 11 9 11 9 26 26 26 3 3 4 3 3 4 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,820,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.77381,-2.77381,-2.81893,-2.77381,-2.77381,-2.81893,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",32,0.94,6,, -21.3873, -0.82259, -2.81893
59," ""1 13 5 22 5 5 11 9 11 9 11 9 26 26 26"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.38708, -0.241934, -1.50576
60," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.69821, -0.23491, -1.38629
61," ""1 19 22 5 5 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21""", [], [], [],0," [2,7,14,24,42,75,234/+|75/+,88,147,232,345,482,645,1002/+,1314,1715,1715,1715,1715,]",34,0.982456,3,0, 0, 0,
62," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
63," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.43107, -0.245077, -1.50576
64," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.43107, -0.245077, -1.50576
65," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -2.89168, -0.206548, -1.50576
66," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -2.89168, -0.206548, -1.50576
67," ""1 23 22 5 5 5 11 9 26 26 26 11 9 11 9 2 4 4 3 23 23 23 21 21 21"""," [2,7,14,24,42,75,75,24,44,81,81,81,81,809,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-2.08475,-2.08475,-0.373318,-0.0844893,-1.9064,-4.59764,-1.9064,-1.9064,0,-1.74231,-1.48808,-1.48808,-1.28001,-1.28001,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1]",3," [2,7,14,24,42,75,234/+|75/+,348/+,820/+|348/+|139/+,485/+|222/+,645/+|335/+,472,635,635/+,635/+,635/+,635/+,635/+,635/+,1715/+,1715,1715,1715,]",21,0.90942,17,, -27.5484, -1.02031, -4.59764
68," ""1 20 5 22 5 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.83444,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,820/+,1002,1314,1715,1715,1715,1715,]",37,0.9875,1,, -7.48865, -0.356602, -2.83444
69," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.65421, -0.23271, -1.38629
70," ""1 20 22 5 5 5 26 26 26 11 9 11 9 11 9 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-1.28001,-1.28001,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",24,0.933333,6,, -7.34217, -0.333735, -1.38629
71," ""1 31 22 5 5 5 11 9 26 26 11 9 26 11 9 3 3 4 3 3 4 3 4 3 4 3 3 23 23 23 21 21 21"""," [2,7,14,24,42,75,24,44,81,24,42,75,24,44,635,809,987,987,987,987,987,987,987,987,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-3.98898,-0.373318,-0.0844893,-0.172795,-1.2,0,-3.98898,-0.373318,-0.0844893,-0.00306749,0,-1.28001,-1.28001,-1.48808,-1.28001,-1.28001,-1.48808,-1.28001,-1.48808,-1.28001,-1.48808,-1.28001,-1.28001,-1.28001,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",5," [2,7,14,24,42,75,234/+|75/+,348/+,485,645,820,820/+,645/+,645/+,645/+,645/+,645/+,645/+,645/+,645/+,645/+,645/+,645/+,645/+,645/+,1002/+,1314,1715,1715,1715,1715,]",18,0.88172,18,, -33.0676, -0.89372, -3.98898
72," ""1 27 22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 3 3 3 3 3 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,987,987,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-1.28001,-1.28001,-1.28001,-1.28001,-1.28001,-1.28001,-1.28001,-1.28001,-1.28001,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",17,0.885802,13,, -16.3023, -0.562147, -1.38629
73," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.43107, -0.245077, -1.50576
74," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -5.65107, -0.282553, -1.38629
75," ""1 30 22 5 5 5 26 26 11 9 11 9 26 11 9 3 4 3 4 3 3 3 3 4 3 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,24,42,75,88,147,234,635,809,987,987,987,987,987,987,987,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-1.2,0,-0.154151,-0.00316319,-1.89482,-0.212662,-0.00306749,0,-1.28001,-1.48808,-1.28001,-1.48808,-1.28001,-1.28001,-1.28001,-1.28001,-1.48808,-1.28001,-1.28001,-1.28001,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",3," [2,7,14,24,44,81,222/+,335,472,635,635/+,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1314/+,1715,1715,1715,1715,]",19,0.886111,15,, -24.2086, -0.712017, -1.89482
76," ""1 19 5 5 22 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21""", [], [], [],0," [1,4,12,18,29,50,234/+|50/+,88,147,232,345,482,645,1002/+,1314,1715,1715,1715,1715,]",34,0.982456,3,0, 0, 0,
77," ""1 24 5 22 5 5 11 9 11 9 11 9 26 26 26 4 4 3 2 2 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.81893,-2.81893,-2.77381,-2.83444,-2.83444,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",33,0.947917,5,, -18.7348, -0.749391, -2.83444
78," ""1 31 22 5 5 5 26 26 11 9 11 9 26 11 9 3 4 3 3 4 3 3 3 4 3 3 4 23 23 23 21 21 21"""," [2,7,14,24,44,81,24,42,75,88,147,234,635,809,987,987,987,987,987,987,987,987,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-1.2,0,-0.154151,-0.00316319,-1.89482,-0.212662,-0.00306749,0,-1.28001,-1.48808,-1.28001,-1.28001,-1.48808,-1.28001,-1.28001,-1.28001,-1.48808,-1.28001,-1.28001,-1.48808,-1.48808,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",3," [2,7,14,24,44,81,222/+,335,472,635,635/+,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1314/+,1715,1715,1715,1715,]",18,0.88172,16,, -25.9047, -0.740135, -1.89482
79," ""1 13 5 22 5 5 11 9 11 9 11 9 26 26 26"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.38708, -0.241934, -1.50576
80," ""1 19 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-inf,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,1715/+,1715,]",25,0.942982,5,, -inf, -inf, -inf
81," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.43107, -0.245077, -1.50576
82," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
83," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.69821, -0.23491, -1.38629
